Inspection Result,Facility Name,Site Address,Last Inspection Date
,New York News,1782 Stone Church Rd E Stoney Creek ON L8J 0K5 Canada,30-Jan-19
,New York News,404-2 King St W Hamilton ON L8P 1A1 Canada,03-Feb-20
,Nguyen Hong Variety,64 Cannon Street West Hamilton ON L8R 2B5 Canada,29-May-20
,Nicola's Specialty Foods Corporation,1576 Stone Church Rd E Hamilton ON K8J 1P8 Canada,20-Nov-20
,NINO PIZZA,215 MELVIN AVE HAMILTON,18-Sep-20
,Nique Restaurant Inc,1-123 James St N Hamilton ON Canada,23-Sep-20
,Niva Pizza & Wings,1-800 Barton St E Hamilton ON L8L 3B3 Canada,08-Feb-21
,Niwasa Food Bank,"785 Britannia Av, Hamilton Hamilton ON Canada",11-Mar-20
,No Frills,Bldg. E-36 Clappison Ave Waterdown ON L8B 0Y2 Canada,19-May-20
,No Frills,930 Upper Paradise Rd Hamilton ON L9B 2N1 Canada,29-May-20
,No Frills Store#723,770 Upper James St Hamilton ON L9C 3A2 Canada,19-Jan-21
,Nobody's Perfect Bar and Grill,251 John St N Hamilton ON L8L 4P4 Canada,14-Jun-19
,Noni's Pizzeria,140 Hwy 8 Stoney Creek ON L8G 1C2 Canada,09-Oct-20
,Noodle & Dumpling,220 King St. E Hamilton ON L8N 1B5 Canada,16-Dec-20
,Noodle Me Inc,1 Wilson St Hamilton ON L8R 1C4 Canada,05-Jan-21
,Nora Frances Henderson Secondary School - Cafe,75 Palmer Rd Hamilton ON L8T 3G1 Canada,03-Nov-20
,Nora's Fresh Cafe - Juravinski Hospital,711 Concession St Hamilton ON L8V 1C3 Canada,25-Sep-20
,North End Pita,Unit 1A-574 James St N Hamilton ON L8L 1T7 Canada,25-Nov-20
,Northview Seniors Residence,19 Aikman Ave Hamilton ON L8M 1P6 Canada,26-Oct-20
,Notre Dame Du Perpetuel,243 Cumberland Ave Hamilton ON L8M 1Z9 Canada,08-Oct-19
,Noyel Lodge,53 Park Street W. Dundas ON L9X 1H2 Canada,20-Oct-20
,O Leao Cafe & Restaurant,746 Barton St E. HAMILTON L8L 3B1,18-Sep-20
,Oak Cafe,"2 King St W, Unit401A Hamilton ON L8P 4V2 Canada",18-Sep-20
,Oak Gables Golf & CC,"1505 Wilson Street, West Jerseyville ON L0R 1R0 Canada",25-Jun-20
,Odds Restaurant Inc,164 James St S Hamilton ON L8P 3A2 Canada,27-Sep-19
,OKO BAGELS,A-118 JAMES ST. N HAMILTON ON L8R 2K7 Canada,15-Jan-21
,Ola Bakery & Pastery,230 James St N Hamilton ON L8R 2L3 Canada,12-Nov-20
,Old Bagel House,120-101 Osler Dr Hamilton ON L9H 4H4 Canada,01-Sep-20
,Old Bakery Hamilton Ltd,152 Niagara St Hamilton ON L8L 6A7 Canada,10-Dec-19
,Old Navy ( Canada Inc.),999 Upper Wentworth St Hamilton ON L9A 4X5 Canada,26-Feb-20
,Old Stonehouse Cafe,944 Highway 8 Stoney Creek - Lower ON L8E 5S3 Canada,22-Jun-20
,Ole Gourmet,11-174 HWY 8 Stoney Creek ON L8G 1C3 Canada,25-Aug-20
,Olga Stella Manor,66 Skyview Dr Hamilton ON L9B 1X5 Canada,27-Jan-21
,Ollie's Landing,680 Van Wagners Beach Rd Stoney Creek ON L8E 3L8 Canada,29-May-19
,Olympia Village -Snack Bar,1161 Concession 4 W Hamilton ON L9H 5E2 Canada,21-Jun-19
,Olympic Softee - Plate# 120,200 Coon's Road Richmond Hill ON L4E 4R3 Canada,30-May-18
,On the Go Convenience,15 Lockport Way Stoney Creek ON L8E 0B1 Canada,25-Feb-19
,On the Run,610 King St. W. Hamilton ON L8P 1C2 Canada,05-Jun-19
,On The Run - Rainbow Variety,331 Fruitland Rd Stoney Creek ON L8E 5M8 Canada,20-Jun-19
,On the Run (Rainbow Variety),1712 Stone Church Rd E Hamilton L8J 0B4 Canada,02-Feb-21
,One Duke,1 Duke St Hamilton ON L8P 1W8 Canada,27-Oct-20
,One James Cafe,1 James St. S Hamilton ON,11-Nov-20
,One Love Caribbean Cuisine Inc.,516 Centennial Pkwy. N Stoney Creek ON,22-Oct-20
,OneZo Tapioca,1045 King St. W Hamilton ON L8S 1L6,25-Sep-20
,Ontario College of Health & Technology,1040 South Service Rd Stoney Creek - Lower ON L8E 6G3 Canada,21-Jan-21
,Orchard Park Sec School -,200 Dewitt Rd Stoney Creek ON L8E 4M5 Canada,04-Nov-19
,Orchard Terrace Care Centre,199 Glover Rd Stoney Creek ON L8E 5P9 Canada,23-Oct-20
,Orchard Terrace Care Centre - Retirement,199 Glover Rd Stoney Creek ON L8E 5J2 Canada,23-Oct-20
,Oriental Restaurant,453 King St E Hamilton ON L8N 1C5 Canada,22-Dec-20
,Original Pizza,1388 Main St E Hamilton ON L8K 1C1 Canada,27-Jan-21
,Osmow's,80 Dundas St. E Waterdown Ontario Canada,19-Oct-20
,Osmow's,1317 Barton St E Hamilton ON L8H 2V4 Canada,20-Jan-21
,Osmow's,4-870 Upper James St Hamilton ON L9C 3A4 Canada,26-Nov-20
,OSMOW'S,"140 HWY 8 . , STONEY CREEK",25-Aug-20
,Osmows Grill,101 Osler Drive Dundas ON L9H 6X4 Canada,27-Aug-20
,Osmow's Modern Mediterranean Restaurant,2120 Rymal Rd E Glanbrook,17-Nov-20
,OSTEN BEER HALL & 1101 CAFE BAR,1101 CANNON ST.E HAMILTON,10-Aug-20
,Otherbird,178 James St N Hamilton ON L8R 2L1 Canada,
,Ottawa Husky,869 Mohawk Rd E Hamilton ON L8T 2R6 Canada,09-Jan-20
,Ottawa Street Farmers' Market,"3 Brittania Ave Hamilton, ON L8H3Z5",22-Aug-20
,Our Corner,492 James St N Hamilton ON L8L 1J1 Canada,20-Nov-20
,Our Lady of Lourdes - HWCCCC,420 Mohawk E Hamilton ON Canada,10-Jan-20
,Our Lady of Mount Carmel - Rental Kitchen,79 Freelton Rd Flamborough ON L0R 1K0 Canada,19-Sep-19
,P&K SUSHI,301 FRUITLAND RD STONEY CREEK,25-Nov-20
,PA NE & CO,1372 South Service Rd Stoney Creek ON L8E 5C5 Canada,
,Pagoda Chop Suey House,4-784 790 Concession St Hamilton ON,22-Oct-20
,Pagoda Fine Chinese Cuisine,1247 Main St E Hamilton ON L8K 1A8 Canada,28-Sep-20
,Paisley Coffeehouse & Eatery,1020 King St W Hamilton ON L8S 1L4 Canada,01-Feb-21
,Pak Kai,143 James St N James St N Hamilton ON L8R 2K8 Canada,18-Sep-20
,PAK Sushi,54 Wilson St W Hamilton ON L9G 3T8 Canada,02-Feb-21
,"Panchos Bakery, Plate# 145",7 3171 LENWORTH Dr Mississauga ON L4X 2G6 Canada,
,Pane Del Sole,175 John St N Hamilton ON L8L 2A3 Canada,13-Nov-20
,Panino Italiano,2B-255 Dundas Street East Waterdown ON L8B 0E5 Canada,06-Oct-20
,Paninoteca,1660 Upper James St Hamilton ON L9B 1K5 Canada,11-Nov-20
,Papa John`s Pizza,1-665 Fennell Ave. E Hamilton ON L8V 1V3 Canada,16-Sep-20
,Papa John's,875 Main St. W Hamilton ON,07-Jan-21
,PAPA JOHNS PIZZA,1-1096 BARTON ST. E HAMILTON ON L8H 2V1 Canada,01-Feb-21
,Papa Johns Pizza,184 Hwy 8 Stoney Creek Ontario,04-Nov-20
,Papa Leo's Rest.,638 Concession St Hamilton ON L8V 1B5 Canada,29-Sep-20
,Papa Pauly's Pizza,997 Cannon ST E Hamilton - Downtown (East ON Canada,
,Pappas Greek Food Truck Plate 025. MTO plate #: AK 57482,23 Springfield Ave ANCASTER ON Canada,27-May-20
,PARADISE ICE CREAM PARLOUR,6-919 UPPER PARADISE RD HAMILTON,19-Jan-21
,Paradise Market,1160 Upper Paradise Rd Hamilton ON L9B 2X9 Canada,04-Mar-20
,Paradise Smoothies & Ice Cream,1C-919 Upper Paradise Rd Hamilton ON L9B 2M9 Canada,07-Oct-20
,Paradise Subs,3-919 Upper Paradise Rd Hamilton ON L9B 2M9 Canada,07-Oct-20
,Paramount Fine Foods,1441 Upper James St. ON L9B 1K2 Canada,19-May-20
,Parkdale School - Nutrit,139 Parkdale Ave N Hamilton ON L9C 6P6 Canada,06-Jun-19
,Parkdale Arena Food Concession,1770 Main St E Hamilton ON L8H 7R5 Canada,08-Nov-19
,Parkdale Fish & Chips,55 Parkdale Ave N Hamilton ON L8H 5W7 Canada,08-Jan-21
,Parkdale Landing Indwell,205 Melvin Ave Hamilton ON L8H 2J9 Canada,28-Jan-21
,Parkermanns Fine Tea,47 King St E Stoney Creek Ontario L8G 1J9 Canada,11-Sep-19
,Parkside Convenience Stor,285 Parkside Dr Waterdown ON L0R 2H1 Canada,14-Feb-19
,Parkview Nursing Centre,545 King St W Hamilton ON L8P 1C1 Canada,18-Jan-21
,Paron Cheese - Store,400 Regional Rd 20 E Glanbrook ON L0R 1P0 Canada,16-Dec-20
,Paros Greek Food,2537 Hamilton Regional Rd 56 Hamilton ON L0R 1C0 Canada,03-Jun-20
,PARTY WITH BRIGHT K CORP O/A Sankofa Dining,94 JACKSON ST.E HAMILTON ON L8N 1L2 Canada,29-Sep-20
,Pat's Lodging Residental Care Home Inc.,237 Herkimer St Hamilton ON L8P 2H8 Canada,20-Nov-20
,Paulie's Wings and Donairs,1-30 Rymal Rd E Hamilton ON L9B 1B9 Canada,04-Feb-21
,Pauline Johnson Elementary School- Arabic School -nutrition program,25 Hummingbird Lane Hamilton ON L9A 4B1 Canada,
,Pavao Meat & Deli,640 Queenston Rd Hamilton ON Canada,21-Oct-20
,Pavao Meats & Deli,675 Rymal Road E Hamilton ON Canada,11-Mar-20
,Payless Convenience,148 Kenilworth Ave N Hamilton ON L9C 6P6 Canada,20-Feb-20
,Pelmen Factory Outlet Inc,2545 Barton St E Hamilton ON L8E 2X2 Canada,08-Jul-19
,Penguin Pick-Up,653 Upper James St. Hamilton Ontario L9C 5R8 Canada,25-Nov-20
,PENTA Q CAFE,10-875 MAIN ST. W HAMILTON ON L4C 7P2 Canada,26-Nov-19
,People's Pharma Choice,4-30 Rymal Rd E Hamilton ON L9B 1J7 Canada,04-Mar-20
,Perfect Plate,110-77 James St N Hamilton ON L8R 2K3 Canada,06-Aug-20
,Perks Variety,272 Barton Street East Hamilton ON L8L 2X3 Canada,01-Jun-20
,Perogie Bar,70 King St. E Dundas Ontario Canada,
,Personal Service Coffee,420 Parkdale St N Hamilton ON L8H 5Y2 Canada,02-Oct-20
,Pete & Kay Diner,946 King St. W Hamilton Ontario,22-Oct-19
,Peter's Convenience,2-1050 Upper Gage Ave Hamilton ON L8V 4R7 Canada,17-Jan-20
,Peter's Variety,345 Queenston Rd Hamilton ON L8K 1H8 Canada,16-Jan-20
,Petro Canada,126 Main St E Hamilton ON L8N 3W7 Canada,23-Jan-20
,Petro Canada,564 Barton St E Hamilton ON L8L 2Z3 Canada,31-Jan-20
,PETRO CANADA,3 GREEN MOUNTAIN RD.W STONEY CREEK,21-Oct-19
,Petro Canada,817 Queenston Rd Stoney Creek ON L8G 1B1 Canada,27-May-20
,Petro Canada,1464 Hwy 6 Flamborough,25-May-20
,Petro Canada,32 Cootes Dr Dundas ON L9H 1B3 Canada,09-Dec-20
,Petro Canada,5 Concession 6 E Flamborough ON L0R 1V0 Canada,07-Feb-20
,Petro Canada,1366 Main St E Hamilton ON L8K 1B7 Canada,16-Dec-20
,Petro Canada,490 Dundas St E Hamilton ON L0R 2H8 Canada,17-Jan-19
,Petro Canada,475 Highway 6 N Flamborough ON L9H 7K2 Canada,29-Jul-19
,Petro Canada,4663 Hwy 6 Glanbrook ON L0R 1W0 Canada,02-May-18
,Petro Canada #35192,914 Upper James St Hamilton ON L9C 3A5 Canada,29-Jan-20
,PETRO CANADA ARL HAMILTON,817 QUEENSTON RD STONEY CREEK,
,PETRO CANADA ARL HAMILTON,32 COOTES DR DUNDAS,01-Jun-20
,PETRO CANADA ARL HAMILTON,"300 MUD ST.W Bldg A, STONEY CREEK",26-May-20
,PETRO CANADA ARL HAMILTON,813 UPPER JAMES ST HAMILTON,03-Jun-20
,Petro Canada-Country Style,2711 Barton St E Hamilton ON L8E 2J5 Canada,19-Jul-19
,Petro Pass #42475,740 Parkdale Avenue North Hamilton ON L8H 3Y2 Canada,18-Sep-19
,Pharmasave,4-283 Dundas St E Waterdown ON L0R 2H6 Canada,
,Pharmasave,B-105 King St W Dundas ON L9H 1V1 Canada,
,PHARMASAVE,3-640 QUEENSTON RD HAMILTON ON L8K 1K2 Canada,15-Aug-19
,Pharmasave,5001-1795 Stonechurch Rd E Stoney Creek ON L8P 0B4 Canada,24-Jul-19
,Pharmx Rexall Drug Store,126 Queenston Rd Hamilton ON L8K 1G4 Canada,02-Jul-20
,Pharmx Rexall Drug Stores Ltd,1395 Upper Ottawa St Hamilton ON Canada,15-Dec-20
,PHO # 7 INC.,891 Upper James Street Hamilton ON L9C 3A3 Canada,14-Jan-21
,PHO BINH MINH 3,706 Queenston Rd Hamilton ON,08-Feb-21
,Pho Binh Minh Inc,740 Upper James St Hamilton ON L9C 3A2 Canada,29-Oct-20
,Pho Dui Bo,35 Wilson St W Hamilton ON L9G 1N2 Canada,20-Jan-21
,Pho Dui Bo,"800 Queenston Rd, Unit 18 Hamilton ON L8G 1A7 Canada",18-Jan-21
,Pho Dui Bo,103-830 Upper James St Hamilton ON L9C 3A4 Canada,17-Nov-20
,Pho Dui Bo Restaurant,15 Cannon St E Hamilton ON L8L 1Z6 Canada,06-Jan-21
,Pho Excellent,1122 MAIN ST.W HAMILTON,18-Sep-20
,Pho Huy,1352 South Service Rd Stoney Creek ON L8E 5C5 Canada,13-Jan-21
,Pho Lac Vien,Unit 6-430 York Boulevard Hamilton ON L8R 3K8 Canada,07-Oct-20
,Pho Nam Thanh,2-80 Dundas St E Waterdown ON L0R 2H0 Canada,03-Sep-20
,Pho Nhung,85 Queen St N Hamilton ON L8R 2V5 Canada,20-Oct-20
,Phoenica Food Express,439 Mohawk Rd W Hamilton ON L9C 1X3 Canada,29-Sep-20
,Picard Peanuts,447 Dundas St E Waterdown ON Canada,19-Feb-20
,PI-CO Pizza Bar,413E-999 Upper Wentworth St Hamilton Ontario,15-Jan-21
,Picone's Food Market,34 King St W Dundas ON L9H 1T7 Canada,14-Jan-21
,Picture Perfect Cake,369 King St W Dundas ON L9H 1W9 Canada,03-Nov-20
,PIEROGI ME! INC,8-665 TRADEWIND DR ANCASTER ON L9G 4V5 Canada,04-Nov-20
,Pierre's Fine Foods,196 Grant Ave Hamilton ON L8M 2Y2 Canada,04-Dec-19
,Pine Valley - Ice Cream,955 Valens Rd Hamilton ON N0B 1L0 Canada,26-Aug-19
,Pine Villa Nursing Home,490 Highway No. 8 Stoney Creek ON L8G 1G6 Canada,28-Oct-20
,Pineland Greens Golf Course,722 Safari Rd Millgrove ON L0R 1V0 Canada,27-May-20
,Pinks Burgers,1335 Main St W Hamilton ON L8S 1C6 Canada,06-Oct-20
,Pioneer,1822 Upper James St Hamilton ON L9B 1K9 Canada,26-Jul-19
,Pioneer,333 Upper Centennial Pkwy Stoney Creek ON L8J 2V5 Canada,03-Jul-19
,Pioneer,1551 Main St W Hamilton ON L8S 1E2 Canada,28-Feb-20
,Pioneer,261 Hwy 5 W. Flamborough ON L9H 5E2 Canada,24-Jun-19
,Pioneer (Snack Express),6-919 Upper Paradise Rd Hamilton ON L9B 2M9 Canada,26-Nov-20
,Pioneer Energy LP,1180 Wilson St W. Ancaster ON Canada,22-Jan-20
,Pioneer Energy LP,39 Cootes Dr Dundas ON L9H 1B4 Canada,17-Apr-19
,Pioneer Energy LP,927 Rymal Rd E Hamilton ON L8W 3M2 Canada,19-Jul-19
,Pioneer Gas Bar,1594 Barton St E Hamilton - Downtown (East) ON L8H 2X9 Canada,
,Pioneer Memorial United Church,1974 King St E Hamilton ON L8K 1W3 Canada,
,Pioneer On The Run,1160 Fennell Av East Hamilton ON L8T 1S5 Canada,09-Feb-21
,Pioneer Petroleum,1489 Hwy 6 Flamborough ON L8N 2Z7 Canada,27-Feb-20
,Pioneer Petroleums Ltd.,386 Upper Gage Ave Hamilton ON L7L 5L1 Canada,09-Mar-20
,Pioneer Snack Express,553 Dundas St E Hamilton ON L8B 0G7 Canada,26-Mar-19
,Pioneer Verve,823 Hwy 8 Stoney Creek ON L8E 5J3 Canada,18-Jun-19
,"Pioneer, Snack Express",439 Mohawk Rd W Hamilton ON L9C 1X3 Canada,29-Sep-20
,PIONEER-ON-THE-RUN,1092 HWY #6 . N HAMILTON ON L8N 2Z7 Canada,18-Oct-19
,Pisa Pizza,55 Parkdale Ave N Hamilton ON L8H 5W7 Canada,08-Jan-21
,Pita Lite,G17B-75 Centennial Pkwy. N. Hamilton ON L8S 1A8 Canada,09-Oct-20
,Pita N More,1309 Main St. W Hamilton ON L8S 1C5 Canada,13-Oct-20
,Pita Pit,10-1374 South Service Road Stoney Creek Ontario,25-Jan-21
,Pita Pit,1056 King St W Hamilton ON L7M 3J3 Canada,15-Jan-21
,Pita Pit,3-649 UPPER JAMES ST HAMILTON ON L9C 2Y9 Canada,11-Jan-21
,Pita Pit,49 King St. E Dundas ON Canada,11-Jan-21
,Pita Pit,1317 Barton St Hamilton ON L8H 2V4 Canada,20-Jan-21
,Pita Pit,1B-301 FRUITLAND RD STONEY CREEK ON L8E 5M1 Canada,27-Jan-21
,Pita Pit,798 Concession St Hamilton ON L8V 3T1 Canada,15-Dec-20
,Pita Pit,94 Dundas St. E. Waterdown ON L9H 0C2 Canada,30-Sep-20
,Pita Pit,2 King St. W Hamilton ON L8P 1A1 Canada,15-Jul-20
,Pita Pit,140 Highway 8 Stoney Creek Ontario L8G 1C2 Canada,24-Sep-20
,Pita Pit,1096 Wilson St W Ancaster ON L9G 3K9 Canada,08-Feb-21
,Pita Pit,1791 Stone Church Rd E Bldg 4 Stoney Creek ON L8J 0B4 Canada,03-Sep-20
,Pita Pizza,526 Main St E Hamilton ON L8M 1J1 Canada,10-Jul-20
,Pita Shawarma Donair and Kabab,2-309 Grays Rd Hamilton ON L8E 1V6 Canada,02-Nov-20
,PIZZA BEA,A-314 QUEENSTON RD HAMILTON,15-Jan-21
,Pizza Bell and Wings,96 Centennial Pkwy N Hamilton ON L8E 1H7 Canada,20-Nov-20
,Pizza by Johnny,B5-115 Hamilton St Waterdown Ontario L0R 2H5 Canada,25-Nov-20
,Pizza Depot,160 Centennial Pkwy. N. Hamilton ON L8E 1H9 Canada,24-Aug-20
,PIZZA HUT,238 GOVERNORS RD DUNDAS ON L9H 3K2 Canada,14-Jul-20
,Pizza Hut,879 Upper James St Hamilton ON L9C 3A3 Canada,22-Jan-21
,Pizza Hut,Bldg C5-1179 Wilson St. W. Ancaster ON L9G 0E8 Canada,22-Jan-21
,Pizza Hut,6-610 King St W Hamilton ON L8P 1C2 Canada,26-Jan-21
,Pizza Hut,1-1405 Upper Ottawa Hamilton ON L8W 1N3 Canada,16-Oct-20
,Pizza Hut,B7-2537 Regional Road 56 Binbrook ON L0R 1C0 Canada,25-Jan-21
,Pizza Hut,640 Queenston Road HAMILTON ON L8K 1K2 Canada,21-Jan-21
,Pizza Hut,6-1374 South Service Road Stoney Creek Ontario L8E 5C5 Canada,12-Nov-20
,Pizza Hut,427 Dundas St E Waterdown ON L8B 0K4 Canada,17-Sep-20
,PIZZA INFERNO & WINGS,483 Hwy 8 Stoney Creek Ontario L8E 5J7 Canada,30-Nov-20
,Pizza Nova,1016 King St. W Hamilton ON L8S 1L4 Canada,05-Feb-21
,Pizza Nova,Unit 5-700 Queenston Rd Hamilton ON L8G 1A3 Canada,18-Jan-21
,Pizza Nova,1405 Upper James Hamilton ON L9B 1K2 Canada,21-Jan-21
,Pizza Nova #372,4-1160 UPPER PARADISE RD HAMILTON ON L9B 0N4 Canada,19-Jan-21
,Pizza Pizza,1296 King St E Hamilton ON L8M 1G8 Canada,26-Jan-21
,Pizza Pizza,25D-73 Wilson St. W Ancaster ON L9G 1N1,08-Feb-21
,Pizza Pizza,7-8-141 Hwy 8 Stoney Creek ON L8G 4H3 Canada,26-Jan-21
,Pizza Pizza,255 Dundas St E Waterdown ON L0R 2H6 Canada,25-Nov-20
,Pizza Pizza,85 King St E Hamilton ON L8N 1A9 Canada,29-Oct-20
,Pizza Pizza,1001-969 Fennell Ave E Hamilton ON L8T 1R1 Canada,05-Feb-21
,Pizza Pizza,1281 Main St E Hamilton ON L8K 1B1 Canada,21-Jan-21
,Pizza Pizza,49 King St. E. Dundas ON Canada,11-Jan-21
,Pizza Pizza,129 Queenston Rd Hamilton ON L8K 1G5 Canada,29-Jan-21
,Pizza Pizza,Eastgate S-75 Centennial Pkwy N Hamilton ON L8E 2P2 Canada,26-Aug-20
,Pizza Pizza,90-800 Queenston Rd Hamilton ON L8G 1A7 Canada,01-Feb-21
,Pizza Pizza,E1-280 Mud St. W Stoney Creek ON L8J 3B4 Canada,04-Feb-21
,PIZZA PIZZA,958 GARTH ST HAMILTON ON L9C 4L4 Canada,06-Aug-20
,Pizza Pizza,374 Mohawk Rd E Hamilton ON L8V 2H7 Canada,05-Feb-21
,Pizza Pizza #157,815 Main St W Hamilton ON L8S 1A2 Canada,17-Nov-20
,Pizza Pizza #159,50 Dundurn St S Hamilton ON L8P 4J8 Canada,06-Jan-21
,Pizza Pizza #161,833 Upper James St Hamilton ON L9C 3A3 Canada,14-Jan-21
,Pizza Pizza #170,1508 Upper James St Hamilton ON L9B 1K3 Canada,16-Nov-20
,Pizza World,447 Main St E Hamilton ON L8N 1C5 Canada,26-Oct-20
,Pizza Yolo,1229 Cannon St E Hamilton ON L8H 1T8 Canada,20-Nov-20
,Pizzaville,94 Dundas St W Waterdown ON L9H 7K6 Canada,04-Nov-20
,Plan B Organic Farms,1377 5th Concession Rd W Hamilton ON L0R 2H2 Canada,25-Oct-19
,Planted in Hamilton,225 John Street South Hamilton ON L8N 2C7 Canada,21-Oct-20
,Plate #089 Doug Kemp,141 Mt Albion Rd Hamilton ON L8K 5S7 Canada,
,PLATE UP,20 HIDDEN RIDGE CRES. HANNON ON L0R 1P0 Canada,
,Playhouse Cinema,177 SHERMAN AVE.N HAMILTON,11-Dec-20
,Plaza Pizza & Wings,90 Wellington St N Hamilton ON L8R 1N1 Canada,16-Jun-20
,POKE CO.,193 OTTAWA ST.N HAMILTON,20-Jul-20
,Pokebar Inc,522 Concession St Hamilton ON L8V 1A6 Canada,14-Oct-20
,Pokeh,35 York Blvd Hamilton ON Canada,10-Mar-20
,Polish Alliance,1015 Barton St E Hamilton - Downtown (East) ON L8L 3C8 Canada,06-Nov-19
,Ponderosa Nature Resort,1218 Concession 8 W Flamborough ON N0B 2J0 Canada,04-Dec-20
,Popeyes,80 Dundas St. E Waterdown ON L9H 7K6 Canada,29-Sep-20
,Popeyes,5-1352 South Service Road Hamilton ON L8E 5C5 Canada,10-Feb-21
,Popeye's,"771 QUEENSTON RD, Unit#1 HAMILTON ON L8G 1A1 Canada",27-Jan-21
,Popeye's,2176 Rymal Rd E Hamilton ON L0R 1C0 Canada,11-Jan-21
,Popeye's,6-550 Fennell Ave E HAMILTON ON L8V 4S9 Canada,21-Jan-21
,Popeye's,1183 Wilson St W Hamilton ON L9G 3K9 Canada,29-Jan-21
,Popeyes Chicken & Seafood,11 King Street West Hamilton ON Canada,07-Oct-20
,Popeyes Chicken and Seafood,1275 Barton Street East Bldg L Hamilton - Downtown (East) ON L8H 2V4 Canada,11-Jan-21
,Popeyes Louisiana Kitchen,930 Upper Paradise Road Hamilton Ontario,15-Jan-21
,Popeyes Louisiana Kitchen,B2-1711 Main St W Hamilton ON L8S Canada,24-Aug-20
,Popeye's Supplements,1024 Upper Wentworth St Hamilton ON L9A 4V9 Canada,14-Jan-20
,Popeye's Supplements,247 Centennial Pkwy N Hamilton ON L8E 2X3 Canada,05-Feb-21
,Poppi's Pizzeria and Grill,1812 Rymal Rd E Glanbrook,14-Dec-20
,Porcelain Hotpot Lounge,1122 Main St W Hamilton ON L8S 1C1 Canada,25-Sep-20
,Posh Nosh,383 Book Rd W Ancaster ON L9G 3L1 Canada,
,POUTINE PERFECT INC,1279 MAIN STREET. E HAMILTON ON L8K 1B1 Canada,08-Feb-21
,POWER DEALS,1-116 King St. W Hamilton Ontario,03-Feb-20
,Powerhouse Restaurant,21 Jones St Stoney Creek ON L8R 1X7,21-Aug-20
,Premier BBQ House,800 Queenston Rd #7 Stoney Creek ON L8G 1A7 Canada,26-Aug-20
,Pretty Grit,128 James Street North Hamilton ON L8R 2K7 Canada,12-Sep-18
,Prime Time Sports Bar,216 Kenilworth Ave N Hamilton ON L8H 4S2 Canada,08-Dec-20
,Prince of Wales,77 Melrose Ave n Hamilton - Downtown (East) ON L8L 6X4 Canada,22-May-19
,Princess Bingo,300 Fennell Ave E Hamilton ON L9A 1T2 Canada,26-Oct-20
,PRO HOCKEY LIFE,Building 2-1779 Stonechurch Rd E Stoney Creek ON L8J 0B4 Canada,07-Jan-19
,Pro's Golf Centre,22 Green Mountain Rd Stoney Creek ON L8J 2W4 Canada,03-Jul-19
,Prospect Variety,901 Main St. E. Hamilton ON L8M 1M4 Canada,14-May-20
,Pub Fiction Gas Bar & Grill,1&2-1242 Garner Rd W Ancaster ON L9G 3K9 Canada,10-Dec-20
,Puck N' Pitch Sports Bar (Wentworth Arena),1249 Wilson St E Ancaster ON L8S 4K6 Canada,15-Oct-20
,Puddicombe Estate Farms & Winery,35 York Blvd Hamilton,20-Feb-20
,Puddicombe Farms - Restau,1468 Highway No. 8 Winona ON L8E 5K9 Canada,30-Jun-20
,Pun Variety,35 Brock St Hamilton ON L8L 4L7 Canada,13-Jan-21
,Punch Bowl Market,136 Ridge Rd Stoney Creek ON L8G 3X4 Canada,21-Oct-20
,Punjab International,822 Queenston Rd Stoney Creek ON L8G 1A9 Canada,06-Oct-20
,Purdys Choclatier,999 Upper Wentworth St Hamilton ON Canada,27-Feb-20
,Pure and Simple Farm,"1420 Middletown Road, PO Box 77 Millgrove ON L0R 1V0 Canada",17-Dec-19
,Purple Pony- Ice Cream Parlour,B-346 Wilson St E Ancaster ON L9G 2C2 Canada,13-Jun-19
,QStop Convenience,5-6-1 Wilson St Hamilton ON L8R 1C4 Canada,05-Jan-21
,Qstop convenience,1-140 King St E Hamilton ON L8N 1B2 Canada,04-Feb-20
,Quality Pizza & Wing Rest,1-2372 Barton St E. Hamilton ON L8E 2W7 Canada,08-Sep-20
,Quarry Restaurant,567 Highway No. 5 W Flamborough ON L9H 5E2 Canada,28-Jan-21
,Quatrefoil Restaurant,16 Sydenham St Dundas ON L9H 2T4 Canada,17-Sep-20
,Queen Mary School,1292 Cannon St E Hamilton ON L8V 1V6 Canada,15-Jan-20
,"Queen Of Kielbasa, Plate# 121 (previous Plate 241)",190 King St W Dundas ON Canada,11-Apr-18
,Queen's Café,80 Queen St N Hamilton ON L8R 3P6 Canada,07-Feb-20
,Queen's Gardens,80 Queen St N Hamilton ON L8R 3P6 Canada,13-Jan-21
,Queen's Lodge,36 Queen St S Hamilton ON L8P 3R5 Canada,14-Jan-21
,Queen's Pizza & Wings,2-919 Upper Paradise Rd Hamilton ON L9B 2M9 Canada,19-Jan-21
,Queen's Pizza & Wings,4-838 King St E Hamilton ON L8M 1B4 Canada,25-Aug-20
,Queen's Pizza & Wings,178 Queen St S Hamilton ON L8P 1S7 Canada,22-Jan-21
,Queen's Subs,54 Queen St S Hamilton ON L8P 3R5 Canada,28-Nov-19
,Queenston Fish & Chips,350 Queenston Rd Hamilton ON L8K 1H8 Canada,29-Jan-21
,Queenston Retirement Home,346 Queenston Rd Hamilton ON L8K 1H9 Canada,19-Oct-20
,Queenston Stationary,38 King St E Stoney Creek ON L8G 1K1 Canada,28-Jun-19
